Class,Text,Text_Clean
0,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",last thing ever wanted hurt didnt think would Youd laugh embarassed delete tag keep going far knew wasnt even fact even felt like would hurt shows really dont know messy wednesday wasnt bad problem time clean choose skype take pictures sleep want go dont mind things dont make bed throw laundry top cant friend house im embarassed theres underwear bras strewn bed pillows floor thats something else used good least making bed
0,I'll let you know when it kicks in,Ill let know kicks
0,You call him now ok i said call him,call ok said call
0,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,Call number available appointment ask connect call waheed fathima
0,Or í_ go buy wif him then i meet í_ later can?,í go buy wif meet í later
0,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,Mmmm Fuck fair know weaknesses grins pushes knees exposes belly pulls head Dont forget know wicked smile
0,Today my system sh get ready.all is well and i am also in the deep well,Today system sh get readyall well also deep well
0,Mom wants to know where you at,Mom wants know
0,"Aight, I'll text you when I'm back",Aight Ill text Im back
0,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,Dont know supports ass srt thnk think ps3 play usb
0,Oh ok i didnt know what you meant. Yep i am baby jontin,Oh ok didnt know meant Yep baby jontin
1,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,guaranteed £1000 cash £2000 prizeTo claim yr prize call customer service representative
1,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,Would like see XXX pics hot nearly banned uk
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,HMV BONUS SPECIAL 500 pounds genuine HMV vouchers answer 4 easy questions Play Send HMV 86688 infowww100percentrealcom
0,Watching tv now. I got new job :),Watching tv got new job
0,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,pen thing beyond joke Wont Biro Dont masters cant ever
0,I AM AT A PARTY WITH ALEX NICHOLS,PARTY ALEX NICHOLS
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U secret admirer looking 2 make contact Ufind Rreveal thinks UR specialcall 09058094594
0,Just seeing your missed call my dear brother. Do have a gr8 day.,seeing missed call dear brother gr8 day
0,Ok.. íì finishing soon?,Ok íì finishing soon
0,"Sorry, I can't help you on this.",Sorry cant help
0,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",Come slave Going shell unconsciously avoiding making unhappy
0,I love your ass! Do you enjoy doggy style? :),love ass enjoy doggy style
0,I think asking for a gym is the excuse for lazy people. I jog.,think asking gym excuse lazy people jog
1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,Dear 0776xxxxxxx Uve invited XCHAT final attempt contact u Txt CHAT 86688 150pMsgrcvdHGSuite3422LandsRowW1J6HL LDN 18yrs
1,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,Urgent Please call 09061743811 landline ABTA complimentary 4 Tenerife Holiday £5000 cash await collection SAE TCs Box 326 CW25WX 150ppm
0,No. On the way home. So if not for the long dry spell the season would have been over,way home long dry spell season would
0,I gotta collect da car at 6 lei.,gotta collect da car 6 lei
0,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,Ok knackered came home went sleep good full time work lark
0,Probably earlier than that if the station's where I think it is,Probably earlier stations think
1,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,CALL 09090900040 LISTEN EXTREME DIRTY LIVE CHAT GOING OFFICE RIGHT TOTAL PRIVACY ONE KNOWS sic LISTENING 60P MIN 247MP 0870753331018
0,Good Morning plz call me sir,Good Morning plz call sir
1,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",FreeMsg Hey U got 1 videopic fones reply WILD txt ill send U pics hurry Im bored work xxx 18 150prcvd STOP2stop
0,"Uh, heads up we don't have THAT much left",Uh heads dont much left
0,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,tot u outside cos darren say u come shopping course nice wat jus went sim lim look mp3 player
0,"Aight, sounds good. When do you want me to come down?",Aight sounds good want come
0,Wat would u like 4 ur birthday?,Wat would u like 4 ur birthday
0,I love working from home :),love working home
0,And miss vday the parachute and double coins??? U must not know me very well...,miss vday parachute double coins U must know well
0,"Sorry, I'll call later",Sorry Ill call later
0,My sister got placed in birla soft da:-),sister got placed birla soft da
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,Free entry 2 weekly comp chance win ipod Txt POD 80182 get entry std txt rate TCs apply 08452810073 details 18
0,Wah... Okie okie... Muz make use of e unlimited... Haha... ,Wah Okie okie Muz make use e unlimited Haha
0,"There're some people by mu, I'm at the table by lambda",Therere people mu Im table lambda
0,And stop being an old man. You get to build snowman snow angels and snowball fights.,stop old man get build snowman snow angels snowball fights
0,ELLO BABE U OK?,ELLO BABE U OK
0,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,Hello beautiful r u ok Ive kinda ad row wiv walked pub wanted night wiv u Miss u
0,Then u going ikea str aft dat?,u going ikea str aft dat
0,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,Becoz ltgt jan whn al post ofice holiday cn go fr post oficegot duffer
0,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,Lol grr mom taking forever prescription Pharmacy like 2 minutes away Ugh
0,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,real tho sucks cant even cook whole electricity Im hungry
0,You want to go? ,want go
1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,New TEXTBUDDY Chat 2 horny guys ur area 4 25p Free 2 receive Search postcode gaytextbuddycom TXT ONE name 89693 08715500022 rpl Stop 2 cnl
0,Its not that time of the month nor mid of the time?,time month mid time
0,Fffff. Can you text kadeem or are you too far gone,Fffff text kadeem far gone
0,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,leaving yet Ok lor go elsewhere n eat U thk
0,Is fujitsu s series lifebook good?,fujitsu series lifebook good
0,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,Yar wanted 2 scold u yest late already got zhong se qing u ask b4 ask ill go w u lor N u still act real
0,Dont know you bring some food,Dont know bring food
0,No current and food here. I am alone also,current food alone also
0,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,Ill sch fr 46 dun haf da book sch home
0,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,Hello going village pub 8 either come accordingly Ok
0,Ok,Ok
0,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,call like ltgt times oh give us hypertension oh
0,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",Dont give monkeys wot think certainly dont mind friend mineall dont sleep wiv wud annoyin
0,Omg it could snow here tonite!,Omg could snow tonite
1,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,Call 08702490080 tells u 2 call 09066358152 claim £5000 prize U 2 enter ur mobile personal details prompts Careful
1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,Free 1st week entry 2 TEXTPOD 4 chance 2 win 40GB iPod £250 cash every wk Txt VPOD 81303 TsCs wwwtextpodnet custcare 08712405020
0,Carry on not disturbing both of you,Carry disturbing
0,What pa tell me.. I went to bath:-),pa tell went bath
0,Jus finished avatar nigro,Jus finished avatar nigro
0,R u over scratching it?,R u scratching
0,Hope you are having a great day.,Hope great day
0,Did either of you have any idea's? Do you know of anyplaces doing something?,either ideas know anyplaces something
0,My planning usually stops at \find hella weed,planning usually stops find hella weed
0,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,fact youre cleaning shows know im upset priority constantly want
0,Excellent! Are you ready to moan and scream in ecstasy?,Excellent ready moan scream ecstasy
1,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,people dogging area Call 09090204448 join like minded guys arrange 1 Theres 1 evening A£150 minAPN LS278BB
0,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,Dude avatar 3d imp one point thought actually flies room almost tried hittng one reflex
1,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",WELL DONE 4 Costa Del Sol Holiday £5000 await collection Call 09050090044 toClaim SAE TCs POBox334 Stockport SK38xh Cost£150pm Max10mins
0,K...k:)why cant you come here and search job:),Kkwhy cant come search job
0,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,got lousy sleep kept waking every 2 hours see cat wanted come worry cold
0,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",Yeah Ill leave couple minutes amp let know get mu
0,Can í_ call me at 10:10 to make sure dat i've woken up...,í call 1010 make sure dat ive woken
0,Hey we can go jazz power yoga hip hop kb and yogasana ,Hey go jazz power yoga hip hop kb yogasana
0,The battery is for mr adewale my uncle. Aka Egbon,battery mr adewale uncle Aka Egbon
0,I cant pick the phone right now. Pls send a message,cant pick phone right Pls send message
0,Wait 2 min..stand at bus stop,Wait 2 minstand bus stop
0,Oh ic. I thought you meant mary jane.,Oh ic thought meant mary jane
0,Haha... Really oh no... How? Then will they deduct your lesson tmr?,Haha Really oh deduct lesson tmr
